id,性别,民族,年龄,学历,在职离职,工作经验,服务范围,评价,金额,服务类型
957,2,0,46,5,0,5.8,3,4.87,0.29,23
958,2,0,50,5,0,1.6,3,2.26,0.29,23
959,2,0,61,5,0,7.1,3,4.45,0.47,23
960,2,0,66,5,0,3.7,3,4.98,0.47,23
962,2,0,29,5,0,8.7,3,3.95,0.47,23
963,2,0,26,5,0,4.6,3,1.51,0.47,23
964,2,0,26,5,0,5.4,3,1.47,0.29,23
965,2,0,33,5,0,0.1,3,4.22,0.29,23
968,2,0,51,5,0,2.0,3,4.62,0.29,23
981,2,0,63,5,0,1.0,3,2.62,0.29,23
982,2,0,37,5,0,0.9,3,1.97,0.64,23
983,2,0,43,5,0,4.9,3,4.26,0.64,23
984,2,0,67,5,0,3.9,3,1.18,1.0,23
985,2,0,50,5,0,4.9,3,1.82,0.47,23
986,2,0,66,5,0,3.5,3,4.67,0.47,23
987,2,0,39,5,0,2.5,3,2.61,0.47,23
988,2,0,23,5,0,3.1,3,2.91,0.47,23
989,2,0,23,5,0,5.9,3,2.53,0.47,23
990,2,0,33,5,0,6.5,3,1.74,0.47,23
991,2,0,52,5,0,1.4,3,2.33,0.47,23
992,2,0,58,5,0,4.5,3,3.17,0.47,23
993,2,0,71,5,0,4.2,3,4.15,0.47,23
994,2,0,43,5,0,4.0,3,2.92,0.64,23
1303,2,0,47,3,0,7.7,2,4.94,0.48,23
1304,2,0,39,3,0,0.0,2,3.36,0.56,23
1305,2,0,46,2,0,5.6,2,3.43,0.5,23
1306,2,0,44,3,0,1.5,2,1.44,0.56,23
1307,2,0,52,2,0,1.8,2,3.13,0.26,23
5,2,0,40,3,0,1.3,1,2.73,0.61,24
8,2,0,48,4,0,6.1,0,4.8,0.66,24
9,2,0,45,4,0,7.9,0,4.86,0.16,24
10,2,0,45,3,0,5.7,1,2.82,1.0,24
11,2,0,44,3,0,2.4,2,3.83,0.54,24
12,2,0,46,3,0,5.8,2,2.9,0.55,24
13,2,0,48,3,0,1.2,2,2.66,0.66,24
14,2,0,49,3,0,5.9,2,2.4,0.8,24
15,2,0,40,3,0,2.7,2,3.9,0.59,24
55,2,0,49,2,0,3.7,2,1.98,0.38,24
99,2,0,44,3,0,4.1,1,1.14,0.44,24
167,2,0,51,0,0,4.8,6,3.23,0.44,24
173,2,0,50,0,0,2.8,4,3.28,0.17,24
235,2,0,45,3,0,2.9,2,2.46,0.17,24
258,2,0,41,3,0,1.0,2,2.48,0.0,24
298,2,0,51,2,0,4.2,2,2.59,0.41,24
328,2,0,50,2,0,2.8,11,2.13,0.75,24
339,2,0,49,2,0,5.6,11,2.23,0.75,24
349,2,0,48,0,0,2.7,11,4.9,0.75,24
350,1,0,24,3,0,7.9,7,3.89,0.51,24
390,2,0,43,3,0,6.0,2,3.04,0.09,24
391,2,0,49,0,0,1.2,1,1.71,0.38,24
392,2,0,52,0,0,5.0,2,1.08,0.23,24
398,2,0,48,2,0,7.2,2,4.19,0.67,24
401,2,0,48,3,0,4.6,2,2.55,0.62,24
402,2,0,48,2,0,3.9,6,2.04,0.68,24
403,2,0,36,2,0,2.4,2,1.74,0.79,24
404,2,0,54,0,0,8.8,2,4.4,0.56,24
420,2,0,47,2,0,1.5,2,1.2,0.8,24
428,2,0,48,2,0,4.6,2,3.13,0.63,24
430,2,0,53,0,0,9.6,2,1.96,0.67,24
432,2,0,50,2,0,1.6,7,3.7,0.32,24
434,2,0,50,2,0,3.0,7,1.6,0.12,24
1303,2,0,47,3,0,7.7,2,4.94,0.49,24
1305,2,0,46,2,0,5.6,2,3.43,0.79,24
3,2,0,45,3,0,7.3,1,4.98,0.62,25
11,2,0,44,3,0,2.4,2,3.83,0.62,25
166,2,0,50,3,0,8.6,1,1.04,0.48,25
173,2,0,50,0,0,2.8,4,3.28,0.0,25
178,2,0,54,2,0,10.0,1,1.29,1.0,25
211,2,0,49,3,0,2.9,1,1.16,0.99,25
234,2,0,48,4,0,7.4,1,3.36,0.49,25
237,2,0,43,3,0,6.3,1,1.79,0.49,25
238,2,0,52,0,0,8.1,1,4.67,0.62,25
239,2,0,52,3,0,0.4,2,1.13,0.61,25
254,2,0,46,3,0,5.3,1,3.92,0.31,25
257,2,0,49,3,0,5.8,2,3.54,0.24,25
344,2,0,51,0,0,9.0,1,4.53,0.39,25
386,2,0,51,0,0,4.6,2,4.53,0.62,25
360,2,0,48,0,0,1.6,5,2.87,0.0,56
371,2,0,57,3,0,0.5,3,2.85,0.16,56
377,2,0,52,3,0,7.7,4,3.18,0.86,56
390,2,0,43,3,0,6.0,2,3.04,0.62,56
391,2,0,49,0,0,1.2,1,1.71,0.68,56
393,2,0,47,0,0,5.9,1,2.04,0.55,56
401,2,0,48,3,0,4.6,2,2.55,0.0,56
411,2,0,54,3,0,1.3,1,2.15,0.86,56
415,2,0,55,0,0,8.3,1,3.89,0.22,56
420,2,0,47,2,0,1.5,2,1.2,1.0,56
422,2,0,51,3,0,1.6,7,3.43,0.16,56
425,2,0,51,3,0,4.1,13,4.98,0.62,56
4,2,0,48,3,0,1.8,1,3.6,1.0,123
6,2,0,52,3,0,6.6,0,2.48,0.07,123
9,2,0,45,4,0,7.9,0,4.86,0.3,123
15,2,0,40,3,0,2.7,2,3.9,0.6,123
94,2,0,49,3,0,1.8,2,4.72,0.51,123
95,2,0,46,3,0,8.6,1,1.13,0.43,123
96,2,0,43,3,0,5.5,2,3.82,0.42,123
97,2,0,44,3,0,0.3,2,2.36,0.27,123
98,2,0,49,2,0,1.8,2,2.07,0.02,123
99,2,0,44,3,0,4.1,1,1.14,0.65,123
100,2,0,42,2,0,1.5,0,2.35,0.0,123
102,2,0,48,4,0,7.4,2,1.23,0.63,123
105,2,0,46,2,0,5.3,2,4.16,0.45,123
121,2,0,48,3,0,0.1,8,4.36,0.38,123
153,2,0,50,2,0,3.7,2,2.9,0.41,123
161,2,0,46,2,0,3.4,2,1.23,0.46,123
163,2,0,49,2,0,6.8,1,4.51,0.01,123
169,2,0,49,2,0,4.1,0,3.17,0.61,123
170,2,0,44,3,0,8.2,1,1.21,0.44,123
176,2,0,44,2,0,6.4,2,2.48,0.17,123
181,2,0,52,3,0,1.6,0,3.18,0.32,123
208,2,0,43,0,0,5.2,1,2.0,0.17,123
235,2,0,45,3,0,2.9,2,2.46,0.1,123
236,2,0,35,3,0,9.9,1,2.09,0.37,123
257,2,0,49,3,0,5.8,2,3.54,0.36,123
290,2,0,49,3,0,5.2,6,1.04,0.22,123
388,2,0,42,3,0,5.8,0,2.63,0.12,123
398,2,0,48,2,0,7.2,2,4.19,0.43,123
400,2,0,49,2,0,4.0,2,4.32,0.33,123
401,2,0,48,3,0,4.6,2,2.55,0.09,123
403,2,0,36,2,0,2.4,2,1.74,0.66,123
404,2,0,54,0,0,8.8,2,4.4,0.32,123
405,2,0,34,3,0,4.9,2,4.09,0.67,123
410,2,0,40,3,0,4.0,6,3.75,0.16,123
416,2,0,38,3,0,0.2,2,4.23,0.05,123
424,2,0,48,2,0,8.2,0,1.51,0.0,123
427,2,0,39,3,0,5.5,0,4.25,0.23,123
433,2,0,45,0,0,7.9,7,2.33,0.12,123
1307,2,0,52,2,0,1.8,2,3.13,0.2,123
8,2,0,48,4,0,6.1,0,4.8,0.51,124
9,2,0,45,4,0,7.9,0,4.86,0.2,124
15,2,0,40,3,0,2.7,2,3.9,0.75,124
99,2,0,44,3,0,4.1,1,1.14,0.56,124
167,2,0,51,0,0,4.8,6,3.23,0.41,124
173,2,0,50,0,0,2.8,4,3.28,0.15,124
235,2,0,45,3,0,2.9,2,2.46,0.02,124
298,2,0,51,2,0,4.2,2,2.59,0.31,124
328,2,0,50,2,0,2.8,11,2.13,0.62,124
339,2,0,49,2,0,5.6,11,2.23,0.62,124
349,2,0,48,0,0,2.7,11,4.9,0.62,124
350,1,0,24,3,0,7.9,7,3.89,0.25,124
390,2,0,43,3,0,6.0,2,3.04,0.08,124
392,2,0,52,0,0,5.0,2,1.08,0.26,124
398,2,0,48,2,0,7.2,2,4.19,0.68,124
401,2,0,48,3,0,4.6,2,2.55,0.31,124
402,2,0,48,2,0,3.9,6,2.04,0.53,124
403,2,0,36,2,0,2.4,2,1.74,1.0,124
404,2,0,54,0,0,8.8,2,4.4,0.68,124
420,2,0,47,2,0,1.5,2,1.2,0.8,124
428,2,0,48,2,0,4.6,2,3.13,0.48,124
430,2,0,53,0,0,9.6,2,1.96,0.89,124
432,2,0,50,2,0,1.6,7,3.7,0.19,124
434,2,0,50,2,0,3.0,7,1.6,0.0,124
